Cyt3	Cyt1	Cyt2	FP3	FP2	FP1	Nuc3	Nuc2	Nuc1	1wChAC3	1wChAC2	1wChAC1	2wChAC2	2wChAC1	2wChAC3	3wChAC2	3wChAC3	3wChAC1	Cluster	Protein.Group	Proteins
2.02222	2.07451	2.0003	0.10987	0.280542	-0.0382535	-0.0766378	-0.354876	-0.374233	-0.644226	-0.869805	-0.80333	-0.268514	-0.10937	-0.384561	-0.883366	-0.819417	-0.860855	VI - Golgi+vesicles	"P50171;P50171-2"	HSD17B8
-1.4728	-1.37487	-1.72586	0.139582	-0.32942	0.159607	-1.07727	-0.626992	-1.25829	1.13652	0.830994	0.791515	1.0106	0.865616	0.98636	0.573721	0.526721	0.844264	II - Chromatin I	Q9D4G2	HSF2BP
1.74656	1.73156	1.73584	0.941531	0.928557	0.889467	-0.496225	-0.500652	-0.538915	-0.684772	-0.687551	-0.714371	-0.714913	-0.692604	-0.700885	-0.75206	-0.759867	-0.7307	VIII - Cytoplasm	P07901	HSP90AA1
1.62536	1.62714	1.62789	1.11604	1.06781	1.06405	-0.577465	-0.588075	-0.677028	-0.667702	-0.638935	-0.649725	-0.695887	-0.672883	-0.727058	-0.754897	-0.742815	-0.735828	VIII - Cytoplasm	P11499	HSP90AB1
1.71113	1.71841	1.72808	0.96328	0.945033	0.934619	-0.489515	-0.518129	-0.516808	-0.70578	-0.716631	-0.704909	-0.742252	-0.718533	-0.721583	-0.696454	-0.710048	-0.759908	VIII - Cytoplasm	P08113	HSP90B1
1.01773	1.18858	1.10619	1.3926	1.34568	1.2978	-0.357827	-0.529823	-0.330004	-0.960795		-1.1975	-0.895382	-0.17822	-0.976017	-1.44513	-0.116547	-0.361323	VIII - Cytoplasm	Q8BM72	HSPA13
1.38519	1.45029	1.45172	1.04133	1.03741	0.980318	0.296771	0.261254	0.303076	-0.923842	-0.826691	-0.879625	-0.89675	-0.880135	-0.944815	-0.959703	-0.933045	-0.962755	IX - Mitochondria	Q99M31	HSPA14
1.61965	1.43517	1.59535	0.931154	1.13321	0.994704	-0.292279	-0.329161	-0.0210811	-1.44422	-0.936488	-0.859256	-0.823032	-0.555555	-1.02858	-0.373061	-0.573854	-0.472685	VIII - Cytoplasm	P17879	HSPA1B
0.517237	0.329996	0.322173	0.648503	0.803935	0.639958	0.119631	0.253478	0.327626							-2.03874		-1.9238	VII - Ribosomes	P16627	HSPA1L
1.3892	1.33788	1.50446	0.656862	0.906078	0.95899	-0.752845	0.0333908	-0.106556	-0.240269	-0.973607	-0.960442	0.00807552	-0.464775	-0.493042		-0.712983	-2.09042	VIII - Cytoplasm	P17156	HSPA2
1.48871	1.53079	1.5612	1.09922	1.12688	1.131	-0.146236	-0.178697	-0.166076	-0.83061	-0.847274	-0.835341	-0.840287	-0.826807	-0.814966	-0.833107	-0.780053	-0.838358	VIII - Cytoplasm	Q61316	HSPA4
1.74594	1.83461	1.78944	0.704707	0.730061	0.789862	-0.142004	-0.162273	-0.158116	-0.783116	-0.782625	-0.751449	-0.764453	-0.79538	-0.784896	-0.828975	-0.844447	-0.796881	IX - Mitochondria	P20029	HSPA5
1.69547	1.76809	1.77786	0.811584	0.839427	0.819067	-0.188471	-0.169074	-0.193468	-0.824873	-0.828713	-0.778188	-0.749298	-0.77136	-0.788031	-0.791586	-0.810591	-0.817846	IX - Mitochondria	P63017	HSPA8
1.65945	1.70659	1.74366	0.947695	0.978487	1.00824	-0.614411	-0.561824	-0.609979	-0.695936	-0.707997	-0.692901	-0.730483	-0.727379	-0.68979	-0.684845	-0.677491	-0.651081	VIII - Cytoplasm	P38647	HSPA9
1.55037	1.60535	1.65893	1.14	1.1303	1.05829	-0.742298	-0.756491	-0.816044	-0.625684	-0.627749	-0.686205	-0.599957	-0.659954	-0.657863	-0.660919	-0.678779	-0.631297	VIII - Cytoplasm	"P14602;P14602-2"	HSPB1
1.71103	1.74021	1.82169	0.949238	0.699738	0.779999	-0.190828	-0.33259	-0.150699	-0.941488	-0.736868	-0.800351	-0.764038	-0.899112	-0.677764	-0.813194	-0.6755	-0.719469	IX - Mitochondria	Q9JK92	HSPB8
1.40875	1.42061	1.42227	0.785635	0.950373	0.936855	-0.764001	-0.663659	-0.697739	-0.695622	-0.739213	-0.799324	-0.753411		-0.599451			-1.21207	VIII - Cytoplasm	Q8BK58	HSPBAP1
0.909485	0.936371	0.944559	1.61515	1.37564	1.53386	0.270679	0.12695	0.259903	-0.936544	-1.12856	-1.28444	-0.89563	-0.756862	-0.709234	-0.834901	-0.720605	-0.705826	VII - Ribosomes	Q99P31	HSPBP1
1.50224	1.55943	1.56141	1.16057	1.1343	1.19413	-0.385822	-0.376504	-0.406472	-0.791268	-0.783886	-0.745876	-0.775499	-0.761441	-0.773934	-0.773027	-0.77908	-0.759272	VIII - Cytoplasm	P63038	HSPD1
1.35274	1.34309	1.3771	1.1011	1.11177	1.10719	0.275632	0.259339	0.261349	-0.876787	-0.867233	-0.743667	-0.981738	-0.973798	-0.980235	-1.05835	-1.02579	-0.681719	VII - Ribosomes	Q64433	HSPE1
0.904902	0.994683	0.826099	-1.31571	-1.02923	-1.06354	1.66716	1.68575	1.67873	-0.453709	-0.488201	-0.413486	-0.474321	-0.380016	-0.418878	-0.604162	-0.576792	-0.53927	IV - Nuclear periphery	Q05793	HSPG2
1.19528	1.16481	1.25742	-0.740613	-0.89991	-0.923091	1.51707	1.47209	1.33496	-0.610212	-0.343327	-0.594891	-0.0917736	-0.238582	-0.56716	-0.789358	-1.17739	-0.96532	IX - Mitochondria	E9PZ16	HSPG2
1.40531	1.40788	1.48596	1.21915	1.30685	1.33055	-0.364287	-0.473298	-0.406222	-0.795434	-0.885243	-0.862001	-0.760445	-0.699288	-0.707693	-0.677893	-0.747579	-0.776321	VIII - Cytoplasm	Q61699	HSPH1
-0.0989264	-0.0535171	0.143442	1.35934	1.41747	1.3101	1.25009	1.26767	1.18309	-0.780632	-0.68797	-0.852563	-0.940873	-0.747774	-0.836553	-1.02837	-0.947247	-0.956762	IV - Nuclear periphery	Q8BGC0	HTATSF1
1.26053	1.26564	1.16793	0.893642	0.214872	0.145782	0.885587	0.870529	0.875489	-0.437736	-0.81056	-0.891634	-0.404499	-0.232647	-0.456026	-1.88252	-1.78932	-0.675068	VII - Ribosomes	Q9JIY5	HTRA2
1.1324	1.08988	1.28155	1.38437	1.46817	1.40808	-0.485978	-1.74091	-0.76003	-0.485309	-0.6536	-0.33774	-0.243546	-0.331763	-0.483088	-1.04447	-0.60567	-0.592338	VIII - Cytoplasm	P42859	HTT
1.59804	1.61166	1.62443	1.12643	1.08879	1.07953	-0.809226	-0.792652	-0.80462	-0.60177	-0.553014	-0.64442	-0.674221	-0.604392	-0.597256	-0.715722	-0.689907	-0.641681	VIII - Cytoplasm	Q7TMY8	HUWE1
-0.13063	0.172346	-0.489149	1.19819	1.36271	1.3127	0.201654	0.0300018	0.216192		-0.873493			-1.91577	-1.08475				IV - Nuclear periphery	Q3U2S8	HVCN1
1.60521	1.70931	2.03611	-1.23084	-1.71705	-1.25727	-0.53432	-0.439772	-0.814986	0.0345182	0.175665	0.220516	0.0238314	-0.0643499	-0.159948	0.125412	0.161373	0.126601	III - Chromatin II	Q80W93	HYDIN
-2.20096	-1.68388	-1.59461	-0.984301			0.602975	0.0912337	0.769165	0.569904	0.426741	0.676565	0.557799	0.637671	0.636168	0.513685	0.412912	0.568935	II - Chromatin I	Q9CXX0	HYLS1
1.61811	1.64552	1.66767	1.00375	1.06181	1.06228	-0.472829	-0.42222	-0.430321	-0.779707	-0.764872	-0.744536	-0.722954	-0.709705	-0.760235	-0.763768	-0.759453	-0.728532	VIII - Cytoplasm	Q9JKR6	HYOU1
1.27587	1.18757	1.2597	1.25953	1.24828	0.961844	0.503881	0.14031	0.457771	-0.917293	-1.01342	-0.720022	-0.912053	-1.0244	-1.20034	-0.925668	-0.843777	-0.737781	VII - Ribosomes	Q9CR41	HYPK
1.45835	1.53041	1.54366	1.26407	1.13744	1.06892	-0.22064	-0.235989	-0.247438	-0.785988	-0.77134	-0.760389	-0.76977	-0.798844	-0.747578	-0.899973	-0.897306	-0.867596	VIII - Cytoplasm	Q8BU30	IARS1
1.80722	1.76378	1.79434	0.897437	0.846614	0.707623	-0.881291	-0.799657	-0.992253	-0.621105	-0.59622	-0.563162	-0.446409	-0.535181	-0.618086	-0.687439	-0.569568	-0.506646	VI - Golgi+vesicles	Q8BIJ6	IARS2
1.61202	1.67437	1.65186	0.835514	0.794061	0.858519	0.0229648	0.0652241	0.206999	-0.771322	-0.837058	-0.847894	-1.03856	-0.827812	-0.5997	-0.987683	-0.877449	-0.934055	IX - Mitochondria	"P13597;P13597-2"	ICAM1
-1.86018	-2.31995	-2.21485	0.0699631	0.31939	0.164501	0.273885	0.18446	0.249642	0.65587	0.542875	0.632043	0.497811	0.552491	0.566361	0.533001	0.571087	0.581601	II - Chromatin I	Q3UZ18	ICE2
1.52074	1.57	1.60101	1.08924	1.04583	1.00853	-0.182808	-0.189551	-0.11283	-0.80013	-1.05056	-0.978206	-0.743029	-0.789587	-0.667822	-1.06046	-0.769214	-0.491163	VIII - Cytoplasm	Q9JHR7	IDE
0.821682	0.850853	0.941736	0.581856	0.549481	0.611621	-1.02451	-0.640909	-0.790859					-1.90095					VIII - Cytoplasm	Q8CGB9	IDE (isof.)
1.45051	1.47382	1.52383	1.25326	1.23255	1.23033	-0.482656	-0.4095	-0.445715	-0.651087	-0.769651	-0.791157	-0.805973	-0.725036	-0.736799	-0.801093	-0.807189	-0.738444	VIII - Cytoplasm	O88844	IDH1
1.70614	1.72089	1.7424	0.952979	0.938158	0.92647	-0.465983	-0.509536	-0.508706	-0.694943	-0.712062	-0.658784	-0.713818	-0.767942	-0.701158	-0.76741	-0.759715	-0.726983	VIII - Cytoplasm	P54071	IDH2
1.52026	1.58357	1.52951	1.07879	1.09077	1.11094	-0.0911919	-0.260558	-0.187894	-0.801668	-0.818721	-0.759664	-0.75438	-0.690958	-1.08427	-0.874668	-0.820791	-0.769079	VIII - Cytoplasm	Q9D6R2	IDH3A
1.65449	1.62126	1.64337	0.980949	0.938894	0.969759	-0.144414	-0.165645	-0.123363	-0.757357	-0.8464	-0.894927	-0.793274	-0.792421	-0.688494	-0.849141	-0.823451	-0.929828	VIII - Cytoplasm	Q91VA7	IDH3B
1.55469	1.57782	1.53059	1.0432	0.84411	0.975018	0.0813939	0.299587	-0.0325604	-0.962972	-0.837939	-0.845275	-0.830076	-0.880339	-0.863601	-0.861688	-0.891773	-0.900174	IX - Mitochondria	P70404	IDH3G
1.26082	1.31954	1.32462	1.40764	1.38604	1.4277	-0.349227	-0.333411	-0.450454	-0.674	-0.651239	-0.879999	-0.775246	-0.718812	-0.667278	-0.872299	-0.772214	-0.982173	VIII - Cytoplasm	P58044	IDI1
0.350517	0.105544	0.465526	0.3313	0.527743	0.402029	0.590403	0.60323	0.568138	-2.34963	-1.5948								VII - Ribosomes	Q9CR20	IER3IP1
1.34723	1.35232	1.37713	0.991481	0.904845	0.884225	0.546311	0.52463	0.489121	-0.949194	-0.658846	-0.860213	-0.920588	-1.11833	-1.15906	-0.980796	-0.979159	-0.791114	VII - Ribosomes	Q9D103	IFITM1
1.66865	1.76124	1.75283	0.981904	0.889791	0.777049	-0.348288	-0.316426	-0.374799	-0.628413	-0.552924	-0.540313	-0.73834	-0.798145	-0.913104	-0.910937	-0.953975	-0.755807	VIII - Cytoplasm	Q99J93	IFITM2
1.72544	1.74121	1.80175	0.775784	0.691865	0.542935	0.064192	0.0289877	0.0758509	-0.587224	-0.579618	-0.774173	-0.887569	-0.973181	-0.896906	-0.997204	-0.94644	-0.805697	IX - Mitochondria	Q9CQW9	IFITM3
0.086272	0.504648	1.64556	1.57186	1.52939	1.21505	0.377061	0.098507	0.42413	-1.0903	-0.970481	-1.14309	-0.416079	-0.286618	-0.297889	-1.32372	-0.845647	-1.07866	VII - Ribosomes	E9PY46	IFT140
-1.8856	0.179584	-0.552665	-0.172795	0.153844	-0.547473	-1.51771	-1.20116	-1.52186	1.04671	0.543346	0.019358	0.866984	0.664237	0.640539	1.20789	1.24015	0.836615	III - Chromatin II	Q6VH22	IFT172
1.4555	0.310264	1.57508	1.39141	1.61909	0.824519	-0.114299	-0.170988	0.563779	-1.36014	-0.933722	-1.03271	-0.573238	-0.559445	-0.588565	-0.79314	-0.802869	-0.810523	VIII - Cytoplasm	Q61025	IFT20
0.655273	0.611456	0.964244	0.883856	0.729801	0.682453	0.359846	0.48372	0.25103	-1.14515				-1.61206			-1.27695	-1.58752	VII - Ribosomes	Q9DB07	IFT46
0.746165	0.572725	0.690244	1.35	1.18313	1.5142	0.758112	0.717525	0.772353	-1.08289	-1.20001	-0.730016	-0.46719	-0.887296	-0.747465	-0.906696	-1.52861	-0.75429	VII - Ribosomes	O35594	IFT81
1.43441	1.38383	1.4388	1.36468	1.3619	0.990734	-0.158546	-0.258807	-0.164931	-0.87134	-0.919214	-0.819353	-0.792627	-0.915981	-0.721977	-0.866482	-0.846848	-0.638242	VIII - Cytoplasm	Q61249	IGBP1
0.132585	0.261659	-0.195553	-1.53288	-1.71709	-1.72377	-0.633216	-0.796027	-1.15423	0.964782	0.923608	0.983123	0.91835	0.823801	0.931735	0.566721	0.644702	0.60169	III - Chromatin II	Q5SF07	IGF2BP2
1.25197	1.53814	1.42341	0.913702	0.967621	1.01833	0.366396	0.355409	0.448919	-0.837452	-0.926598	-0.716823	-0.774576	-0.950352	-0.862307	-1.08035	-1.10474	-1.03069	VII - Ribosomes	Q07113	IGF2R
1.2735	1.33815	1.34571	-0.873663	-0.790003	-0.785433	-0.570065	-0.529216	-0.408984										III - Chromatin II	P47877	IGFBP2
1.99306	1.91407	1.66512	0.334101	0.923411	0.288064	-0.71858	-0.213388	-0.469736	-1.07819	-0.634028	-0.324097	-0.547118	-0.0438708	-0.933613	-0.344575	-1.18925	-0.621391	VI - Golgi+vesicles	P40694	IGHMBP2
1.36465	1.19247	1.23247	0.32677	0.123789	0.52327	-0.924692	-0.601311	-0.833821			-1.21381	-1.18979						VI - Golgi+vesicles	Q8R366	IGSF8
-2.0638	-2.16624	-2.08113	-0.110096	-0.152516	-0.0278604	0.633729	0.699699	0.613699	0.492955	0.55676	0.537423	0.509233	0.468985	0.500219	0.536321	0.517292	0.535318	II - Chromatin I	Q9Z1M8	IK
1.25437	1.94341	1.87651	-1.03604	-1.34221	-0.932721	0.733955	1.0058	0.663579	-0.183489	-0.298964	-0.460543	-0.0591562	-0.468249	-0.705601	-0.605597	-0.7673	-0.617743	IX - Mitochondria	Q9DBZ1	IKBIP
1.00095	1.2344	0.968807	0.393067	0.387287	0.932331				-0.909701	-0.539254	-0.257239	-0.183482	-0.227694	-0.357267	-2.4422			IX - Mitochondria	O88351	IKBKB
0.758365	0.436033	0.844991	0.589571	0.635171	0.693638				-1.11604	-1.36928	-1.47245							VII - Ribosomes	O88522	IKBKG
-0.550619	-0.516844	-0.588484	-1.84212	-1.50779		-0.941918	-1.0094	-0.853664	0.838171	0.859945	0.880396	0.848436	0.875678	0.86058	0.861843	0.890854	0.894937	III - Chromatin II	P14719	IL1RL1
-1.81828	-1.82488	-1.76126	-0.369722	-0.609152	-0.727139	-0.0253466	-0.127366	-0.136212	1.00342	0.948175	0.937839	0.769518	0.761578	0.730171	0.761179	0.825334	0.662143	II - Chromatin I	Q9CXY6	ILF2
-1.81715	-1.65064	-1.80868	-0.696628	-0.721393	-0.686505	-0.0010494	0.00190359	-0.0848817	0.874828	0.894592	0.91384	0.77558	0.74628	0.788608	0.830092	0.841914	0.799291	II - Chromatin I	Q9Z1X4-3	ILF3
1.10637	1.09184	0.995974	1.06865	1.00034	0.664752	0.945215	0.930863	0.845071	-1.15845	-1.07338	-1.15181	-0.918142	-1.1075	-0.790881	-0.709783	-0.844375	-0.894744	VII - Ribosomes	O55222	ILK
0.479052	0.333352	0.496128	0.841902	0.906782	1.06187	1.39819	1.35092	1.39721	-1.00406	-0.809089	-1.23285	-0.787856	-0.638464	-0.666942	-0.985758	-0.841791	-1.29859	IV - Nuclear periphery	Q8R0F6	ILKAP
-0.44702	-0.669233	-0.454149	0.702654	0.850532	1.02437	1.71167	1.7256	1.68955	-0.528034	-0.153721	-0.292383	-0.642003	-0.528087	-0.945261	-1.15442	-1.0593	-0.830763	IV - Nuclear periphery	E9PVS5	IMMT
-0.782739	-0.848103	-0.921267	0.671538	0.752188	0.595202	1.77464	1.869	1.73615	-0.23612	-0.167778	-0.124061	-0.428211	-0.490615	-0.326688	-1.06267	-1.0801	-0.930367	IV - Nuclear periphery	Q8CAQ8-2	IMMT (isof.2)
-0.195981				-1.55852	-1.5753	-0.925844	-0.843215	-0.888432	0.952384	1.20655	0.684791	1.23702	1.39061	0.0415132	0.165374	0.555127	-0.246087	III - Chromatin II	Q8CAQ8-3	IMMT (isof.3)
	-1.95458		-1.04268	-1.26389	-1.23537	-0.589195	-0.610343	-0.585871	0.76755	0.783374	0.745524	0.807473	0.809204	0.799295	0.870413	0.866631	0.832463	II - Chromatin I	Q921Y2	IMP3
	-2.06845	-2.48285	-0.487838	-0.594057	-0.48356	-0.127644	-0.0907314	-0.155977	0.720234	0.74454	0.722508	0.710478	0.690402	0.719778	0.723791	0.733641	0.725735	II - Chromatin I	Q8VHZ7	IMP4
0.861637	0.91407	0.930145	0.408181	0.379792	0.398961	-1.28134	-1.17304	-1.4384										V - Plasma membrane	O55023	IMPA1
0.849478	0.915164	0.923438	0.389037	0.411304	0.409475	-1.4402	-1.1758	-1.28189										V - Plasma membrane	Q91UZ5	IMPA2
1.26764	1.27345	1.24972	1.48955	1.48016	1.44633	-0.585568	-0.541672	-0.523633	-0.738776	-0.712835	-0.769602	-0.617228	-0.741272	-0.781591	-0.681478	-0.736701	-0.77649	VIII - Cytoplasm	O55091	IMPACT
1.27517	1.29625	1.3012	1.37912	1.37622	1.37578	-0.164065	-0.162953	-0.212598	-0.808968	-0.782218	-0.780213	-0.767778	-0.822022	-0.8803	-0.930325	-0.862848	-0.829452	VIII - Cytoplasm	P24547	IMPDH2
-2.26731	-1.88637	-1.64085	-0.360683	-0.414404	-0.398733	-0.00656749	0.074982	0.108332	0.730929	0.75871	0.736628	0.788358	0.792566	0.763784	0.716075	0.760937	0.743618	II - Chromatin I	P46660	INA
0.655157	0.177563	0.415454	-0.68752	0.326715	-0.85227	-1.87819		-2.51356	0.663951	0.617455	0.280768	0.0795313	0.118433	1.01342	0.874992	0.708091		III - Chromatin II	Q7TN12	INAVA
-1.29776	-2.01248	-2.31212	-0.439022	-0.584331	-0.331068	0.0279654	0.0166862	0.0572132	0.785442	0.678979	0.801854	0.687724	0.742449	0.791142	0.812804	0.803348	0.771172	II - Chromatin I	"Q9WU62;Q9WU62-2"	INCENP
-1.96212	-2.09445	-1.92364	0.0530888	-0.128942	0.036048	-0.350175	-0.112494	-0.137284	0.749727	0.739027	0.808565	0.751003	0.710328	0.744896	0.682623	0.650757	0.783046	II - Chromatin I	Q8VEK6	ING3
-1.79138	-2.40381	-1.5432	1.0405	1.10655	0.449295	1.25741	0.738818	0.904363	0.0291701	0.252789	0.0943739	0.068542	-0.0822256	0.17424	0.014933	-0.0728631	-0.237499	I - Nucleoplasm	"Q8C0D7;Q8C0D7-2;Q8C0D7-3;Q8C0D7-4;Q8C0D7-5"	ING4
-2.34642	-1.90305	-2.02316	-0.0928395	0.102841	-0.136693	0.741057	0.79962	0.837061	0.510167	0.544122	0.553505	0.428018	0.437035	0.488776	0.368126	0.31613	0.375706	I - Nucleoplasm	"Q9D8Y8;Q9D8Y8-2"	ING5
-0.519495	-0.0103718	-0.689928	1.24533	1.32693	1.27894	1.29104	1.30133	1.59228	-0.632375	-0.38464	-0.699974	-0.819817	-0.830654	-0.724237	-1.00024	-0.863546	-0.860563	IV - Nuclear periphery	Q3TXT3	INIP
-2.31916	-2.19676	-1.78067	-0.0182131	0.017872	-0.124566	0.40142	0.266812	0.341377	0.615927	0.643395	0.641835	0.594474	0.579952	0.592559	0.571362	0.593017	0.579366	II - Chromatin I	"Q6ZPV2;Q6ZPV2-2"	INO80
			0.175039	0.321291	-0.641882	0.876316	1.54547	1.741	0.147126	-0.131037	0.141012	-2.16271	-0.96059		-0.106145	-0.198405	-0.746487	I - Nucleoplasm	Q66JY2	INO80D
			-2.55112	-1.05286	-1.61412	-0.05314	-0.183653	-0.165571	0.631728	0.589986	0.512743	0.401729	0.543553	0.54497	0.750455	0.693519	0.95178	III - Chromatin II	Q66JY2-4	INO80D (isof.)
0.779696	0.993124	0.784556	-1.53125	-1.17524		-0.0885433	0.237662											III - Chromatin II	"Q7TNC9;Q7TNC9-2"	INPP5A
1.83642	1.87179	1.71319	0.744296	0.670413	0.805571	-0.329553	-0.413587	-0.437062	-0.495134	-0.70521	-0.639384	-0.902275	-0.749077	-0.420003	-1.20486	-0.727807	-0.617731	VIII - Cytoplasm	Q8CDA1	INPP5F
1.52078	1.54439	1.61936	0.64541	0.912759	0.869251	-0.281021	-0.179211	-0.0980056	-1.45338	-0.779553		-0.388639	-0.567286	-0.733989	-0.431434	-1.42933	-0.770099	VIII - Cytoplasm	Q6P549	INPPL1
-1.51352	-1.49908	-1.68659	-0.326102	-0.501036	-0.565096	0.202629	0.0602196	-0.0329615	0.97372				1.32178	0.916145	0.852067	0.994662	0.803158	II - Chromatin I	Q8CD60	INSYN1
-1.7943	-1.80477	-1.92471	-0.430486	-0.542933	-0.603527	-0.0993041	-0.0686303	-0.0223295	0.839579	0.708432	0.67214	0.811146	0.871562	0.78893	0.893163	0.91564	0.790392	II - Chromatin I	Q6P4S8	INTS1
-2.03459	-1.76302	-1.89914	0.337656	0.235758	0.356114	1.46607	1.52873	1.08212	-0.0712829	0.325776	0.12693	0.0942476	0.208694	0.0549736	0.0572392	-0.0563007	-0.0499754	I - Nucleoplasm	Q8K2A7	INTS10
-1.92592	-2.01168	-1.92215	-0.420487	-0.60505	-0.295093	0.553956	0.598692	0.597166	0.769967	0.884462	0.893918	0.749234	0.688424	0.655351	0.248703	0.111255	0.429247	II - Chromatin I	Q9D168	INTS12
-2.09429	-2.20521	-1.8214	0.12843	-0.408195	-0.380376	0.817584	0.810839	0.745561	0.61016	0.531588	0.57686	0.455053	0.58586	0.471533	0.360576	0.431806	0.38362	II - Chromatin I	Q8QZV7	INTS13
-1.80309	-1.58073	-1.54907							0.488989	0.778092	0.603215	0.590982	0.591101	0.364337	0.343294	0.536193	0.63669	II - Chromatin I	"A0A0N4SVS8;F7BP94"	INTS13 (isof.)
-2.93508	-1.54594	-1.30086	-0.232313	-0.0771887	-0.181854	0.840869	1.17188	0.804286	0.324037	0.419919	0.676187	0.286065	0.186124	0.350168	0.31679	0.411963	0.484946	I - Nucleoplasm	Q8R3P6	INTS14
-1.93954	-2.33865	-1.93548	-0.0871786	-0.28654	-0.16506	0.483868	0.78544	0.476482	0.697056	0.528542	0.541529	0.602135	0.633303	0.518716	0.492917	0.520298	0.472157	II - Chromatin I	Q80UK8	INTS2
-2.26427	-2.13929	-2.01402	0.256333	0.214426	0.347609	0.772304	0.804463	0.715518	0.372369	0.365497	0.20098	0.453006	0.395609	0.39745	0.382392	0.374126	0.365506	I - Nucleoplasm	Q7TPD0	INTS3
-2.32592	-2.06076	-1.99344	0.203836	-0.100593	0.0349509	0.563713	0.52543	0.385695	0.504182	0.422443	0.423173	0.58609	0.540823	0.526834	0.525742	0.675045	0.562757	II - Chromatin I	Q8CIM8	INTS4
-0.911088	-1.03488	-1.0036	-0.805042	-1.22721	-1.38352	-0.809169	-0.429023	-0.949498	0.969778	1.03006	0.989476	1.16931	1.05356	0.995158	0.757427	0.792909	0.795341	II - Chromatin I	Q8CHT3	INTS5
-2.0435	-2.17067	-2.18112	-0.0486279	0.0572078	0.0731753	0.624535	0.541466	0.571236	0.522413	0.537378	0.52826	0.51795	0.467162	0.537409	0.516102	0.450857	0.49877	II - Chromatin I	Q6PCM2	INTS6
-2.19045	-1.97643	-2.17276	0.408832	-0.0892771	-0.129046	0.746154	0.434255	0.39615	0.676722	0.362604	0.50361	0.586482	0.644386	0.583572	0.45523	0.524776	0.235189	II - Chromatin I	Q7TQK1	INTS7
-2.17821	-1.06294	-2.68069	-0.165666	-0.0694728	-0.402042	0.437862	0.380104	0.324327	0.695713	0.564946	0.449945	0.659592	0.599023	0.556396	0.671026	0.625744	0.594339	II - Chromatin I	Q80V86	INTS8
0.310918	0.249984	0.24575	0.961194	1.29539	1.20265	-1.20464	-0.817689	-1.34041			-0.903153							V - Plasma membrane	Q7TT16	IPMK
1.56625	1.59151	1.67216	1.14901	1.08452	0.962632	-0.750813	-0.496431	-0.213802	-0.604712	-0.745252	-0.915746	-0.613387	-0.476789	-0.806827	-0.809697	-0.775847	-0.81678	VIII - Cytoplasm	"Q8K2V6;Q8K2V6-2"	IPO11
0.709467	0.811797	0.859399	0.778382	0.616844	0.594022					-1.25007	-1.83538	-0.599696			-0.68476			VII - Ribosomes	"Q8K0C1;Q8K0C1-2"	IPO13
1.57975	1.61941	1.5908	1.13747	1.09936	1.11703	-0.757366	-0.681479	-0.824488	-0.653946	-0.541685	-0.671818	-0.611378	-0.624505	-0.650866	-0.799222	-0.70899	-0.618077	VIII - Cytoplasm	Q8VI75	IPO4
1.49257	1.54936	1.59278	1.15229	1.15176	1.2073	-0.39483	-0.479656	-0.535752	-0.701947	-0.791866	-0.780381	-0.75189	-0.736525	-0.762766	-0.77206	-0.740525	-0.697869	VIII - Cytoplasm	Q8BKC5	IPO5
1.46766	1.46555	1.43893	1.25689	1.16961	1.16685	-0.119298	-0.229257	-0.135643	-0.793084	-0.846559	-0.842681	-0.748812	-0.826443	-0.847868	-0.841479	-0.830598	-0.903764	VIII - Cytoplasm	Q9EPL8	IPO7
1.13513	1.02331	1.13454	1.37064	0.953579	1.30204				-0.69387	-0.694957	-0.946557	-0.537298	-1.05515	-0.839346	-0.720671	-1.15339	-0.277996	VIII - Cytoplasm	Q7TMY7	IPO8
1.28763	1.30914	1.39655	1.48534	1.31279	1.34545	-0.806433	-0.646025	-0.708454	-0.5401	-0.649414	-0.796602	-0.657842	-0.700647	-0.166009	-0.785676	-0.696483	-0.983215	VIII - Cytoplasm	Q91YE6	IPO9
0.0284429	0.0900366	0.323572	0.657639	0.857034	1.30686	0.864446	0.358706	0.810103	-1.76678			-1.47695		-1.21203			-0.841076	IV - Nuclear periphery	"Q9CUL5;Q9CUL5-2"	IQCA1
1.9029	1.80939	2.12497	0.338603	0.455047	0.36685	-1.19363	-0.623005	-0.774035	-0.409334	-0.357476	-0.402765	-0.227006	-0.276394	-0.269222	-0.672866	-0.945454	-0.846572	VI - Golgi+vesicles	Q8BP00	IQCB1
-0.50062	-0.174525	-0.505614	1.66132	1.57706	1.47544	0.933938	0.928569	0.967562	-1.07688	-0.869387	-1.11737	-0.898137	-0.96691	-1.19638	-0.154123	-0.0887977	0.00484547	IV - Nuclear periphery	"A0A571BEE9;A0A7P0A164"	IQCF3
1.38541	1.36578	1.34867	1.12236	1.05949	1.04133	0.356755	0.281376	0.309998	-0.888078	-0.905253	-0.924615	-0.879876	-0.87143	-0.858102	-0.982488	-0.927987	-1.03335	VII - Ribosomes	Q9JKF1	IQGAP1
1.27909	1.26353	1.30931	1.14803	1.17118	1.21437	0.278087	0.239792	0.2859	-0.914715	-0.800749	-0.721094	-0.737846	-1.00637	-0.742263	-1.05791	-1.16991	-1.03843	VII - Ribosomes	Q3UQ44	IQGAP2
-1.62025	-1.66926	-2.01697	0.194385	-0.17029	-0.291512	-0.715646	-0.571418	-0.579469	0.857479	0.804474	0.761824	0.768158	0.702588	0.875585	0.941027	0.863241	0.866063	II - Chromatin I	F8VQ29	IQGAP3
